,,,Start location LRP,Start location Offset,Start location Chainage,End location LRP,End location Offset,End location Chainage,Length (Km),Traffic Data Heavy Truck,Traffic Data Medium Truck,Traffic Data Small Truck,Traffic Data Large Bus,Traffic Data Medium Bus,Traffic Data Micro Bus,Traffic Data Utility,Traffic Data Car,Traffic Data Auto Rickshaw,Traffic Data Motor Cycle,Traffic Data Bi-Cycle,Traffic Data Cycle Rickshaw,Traffic Data Cart,Total Motorized,Total Non Motorized,Total Total AADT,Traffic (AADT)
371,N8-27,Barisal University (Int.with N801-Dapdapia Ferryghat (North End) Int. with Z8056,LRP169d,0,169.148,LRP173,475,173.095,3.947,9.0,549.0,397.0,594.0,640.0,516.0,99.0,158.0,555.0,971.0,1040.0,656.0,6.0,4488.0,1702.0,6190.0,6190.0
372,N8-28,Dapdapia Ferryghat (North End) Int. with Z8056- Bakerkathi (Int.with Z8047),LRP173,475,173.095,LRP176,660,176.68,3.585,8.0,476.0,522.0,206.0,322.0,280.0,105.0,205.0,2135.0,1877.0,1046.0,724.0,4.0,6136.0,1774.0,7910.0,7910.0
373,N8-29,Bakerkathi (Int.with Z8047) -Bakerganj (Int.with Z8810 ),LRP176,660,176.68,LRP183,1012,184.062,7.382,37.0,341.0,596.0,301.0,570.0,235.0,129.0,222.0,991.0,827.0,579.0,475.0,0.0,4249.0,1054.0,5303.0,5303.0
374,N8-30,Bakerganj (Int.with Z8810) -Lebukhali (Int. with Z8806),LRP183,1012,184.062,LRP194,90,194.127,10.065,6.0,199.0,242.0,175.0,296.0,60.0,35.0,58.0,732.0,730.0,83.0,119.0,0.0,2533.0,202.0,2735.0,2735.0
375,N8-31,Lebukhali (Int. with Z8806)-End of N8,LRP194,90,194.127,LRP205,300,205.127,11.000,9.0,549.0,397.0,594.0,640.0,516.0,99.0,158.0,555.0,971.0,1040.0,656.0,6.0,4488.0,1702.0,6190.0,6190.0
379,N101-1,Comilla (Balutopa)- Bibirbazar Land Port,LRPS,0,0,LRPE,0,6.021,6.021,231.0,1170.0,336.0,285.0,197.0,224.0,421.0,164.0,5450.0,621.0,196.0,413.0,0.0,9099.0,609.0,9708.0,9708.0
383,N102-1,Mainamati-Kangsanagar (Intersection with Z1219),LRPS,0,0,LRP009,1110,10.206,10.206,231.0,1170.0,336.0,285.0,197.0,224.0,421.0,164.0,5450.0,621.0,196.0,413.0,0.0,9099.0,609.0,9708.0,9708.0
384,N102-2,Kangsanagar (Int with Z1219)-Debidduar (Int with Z1008),LRP009,1110,10.206,LRP018,2570,20.658,10.452,231.0,1170.0,336.0,285.0,197.0,224.0,421.0,164.0,5450.0,621.0,196.0,413.0,0.0,9099.0,609.0,9708.0,9708.0
385,N102-3,Debiduar (Int with Z1008)- Companiganj (Int with Z1205),LRP018,2570,20.658,LRP024,1242,25.473,4.815,231.0,1170.0,336.0,285.0,197.0,224.0,421.0,164.0,5450.0,621.0,196.0,413.0,0.0,9099.0,609.0,9708.0,9708.0
386,N102-4,Companiganj (Int with Z1205) - Mirpur (Int with Z1041),LRP024,1242,25.473,LRP038,408,38.866,13.393,346.0,840.0,575.0,457.0,46.0,436.0,107.0,231.0,2525.0,483.0,124.0,507.0,0.0,6046.0,631.0,6677.0,6677.0
387,N102-5,Mirpur (Int with Z1041)- Kuti (Int with Z1201),LRP038,408,38.866,LRP042,1928,44.427,5.561,346.0,840.0,575.0,457.0,46.0,436.0,107.0,231.0,2525.0,483.0,124.0,507.0,0.0,6046.0,631.0,6677.0,6677.0
388,N102-6,Kuti (Int with Z1201)- Dharkhar (Int with Z1202),LRP042,1928,44.427,LRP055,1143,56.883,12.456,346.0,840.0,575.0,457.0,46.0,436.0,107.0,231.0,2525.0,483.0,124.0,507.0,0.0,6046.0,631.0,6677.0,6677.0
389,N102-7,Dharkhar (Int with Z1202)-Sultanpur (Int with Z1216),LRP055,1143,56.883,LRP062,169,63.061,6.178,346.0,840.0,575.0,457.0,46.0,436.0,107.0,231.0,2525.0,483.0,124.0,507.0,0.0,6046.0,631.0,6677.0,6677.0
390,N102-8,Sultanpur (Int with Z1216)-Kuatali(Int. with N103),LRP062,169,63.061,LRP070,419,71.456,8.395,98.0,1352.0,1152.0,718.0,189.0,874.0,177.0,512.0,5591.0,858.0,209.0,1041.0,0.0,11521.0,1250.0,12771.0,12771.0
391,N102-9,Kuatali(Int. with N103)-Gathuria(Int. with N103),LRP070,419,71.456,LRP070,6234,77.271,5.815,98.0,1352.0,1152.0,718.0,189.0,874.0,177.0,512.0,5591.0,858.0,209.0,1041.0,0.0,11521.0,1250.0,12771.0,12771.0
392,N102-10,"Gathuria(Int. with N103)-Sarail(Kathihat, int. with N2)",LRP070,6234,77.271,LRPE,0,83.382,6.111,98.0,1352.0,1152.0,718.0,189.0,874.0,177.0,512.0,5591.0,858.0,209.0,1041.0,0.0,11521.0,1250.0,12771.0,12771.0
396,N103-1,Kuatali-Ghaturia,LRPS,0,0,LRPE,0,4.779,4.779,0.0,110.0,144.0,0.0,0.0,228.0,57.0,138.0,11797.0,1413.0,718.0,12094.0,0.0,13887.0,12812.0,26699.0,26699.0
400,N104-1,Feni (Trank Road)-Feni (Mohipal Chourasta) Int. with N1,LRPS,0,0,LRPS,1878,1.878,1.878,90.0,675.0,406.0,217.0,379.0,517.0,61.0,174.0,4683.0,597.0,258.0,1328.0,0.0,7799.0,1586.0,9385.0,9385.0
401,N104-2,Feni (Int. with N1)-Feni (Temohoni)Int.with Z1444,LRPS,1878,1.878,LRP004,270,4.35,2.472,90.0,675.0,406.0,217.0,379.0,517.0,61.0,174.0,4683.0,597.0,258.0,1328.0,0.0,7799.0,1586.0,9385.0,9385.0
402,N104-3,Feni (Temohoni)Int.with Z1444-Selonia (Int.with Z1443),LRP004,270,4.35,LRP008,485,8.315,3.965,90.0,675.0,406.0,217.0,379.0,517.0,61.0,174.0,4683.0,597.0,258.0,1328.0,0.0,7799.0,1586.0,9385.0,9385.0
403,N104-4,Selonia(Int.with Z1443)-Daganbhuiyan (Int.with Z1441),LRP008,485,8.315,LRP014,994,14.809,6.494,90.0,675.0,406.0,217.0,379.0,517.0,61.0,174.0,4683.0,597.0,258.0,1328.0,0.0,7799.0,1586.0,9385.0,9385.0
404,N104-5,Daganbhuiyan (Int.with Z1441)-Tulatali (Int.with Z1030),LRP014,994,14.809,LRP017,230,17.13,2.321,67.0,820.0,426.0,322.0,205.0,281.0,44.0,90.0,4147.0,768.0,332.0,1228.0,8.0,7170.0,1568.0,8738.0,8738.0
405,N104-6,Tulatali (Int.with Z1030)- Kallandi (Int.with Z1421),LRP017,230,17.13,LRP023,923,23.823,6.693,67.0,820.0,426.0,322.0,205.0,281.0,44.0,90.0,4147.0,768.0,332.0,1228.0,8.0,7170.0,1568.0,8738.0,8738.0
406,N104-7,Kallandi (Int.with Z1421)- Chowmohoni (Int.with Z1420),LRP023,923,23.823,LRP032,2120,34.12,10.297,67.0,820.0,426.0,322.0,205.0,281.0,44.0,90.0,4147.0,768.0,332.0,1228.0,8.0,7170.0,1568.0,8738.0,8738.0
407,N104-8,Chowmohoni (Int.with Z1420)-Chowmohoni (Int.with R142 & R140),LRP032,2120,34.12,LRP032,4033,36.033,1.913,67.0,820.0,426.0,322.0,205.0,281.0,44.0,90.0,4147.0,768.0,332.0,1228.0,8.0,7170.0,1568.0,8738.0,8738.0
408,N104-9,Chowmohoni (Int.with R142 & R140)-Maijdee Bazar(Int.with R143),LRP032,4033,36.033,LRP042,1230,43.03,6.997,46.0,1263.0,625.0,975.0,565.0,755.0,147.0,357.0,3066.0,1066.0,270.0,447.0,0.0,8865.0,717.0,9582.0,9582.0
409,N104-10,Maijdee Bazar(Int.with R143)-Maijdee(Int.with Z1429),LRP042,1230,43.03,LRP044,1380,45.2,2.170,46.0,1263.0,625.0,975.0,565.0,755.0,147.0,357.0,3066.0,1066.0,270.0,447.0,0.0,8865.0,717.0,9582.0,9582.0
410,N104-11,Maijdee(Int.with Z1429)-Sonapur,LRP044,1380,45.2,LRPE,0,49.63,4.430,19.0,675.0,496.0,502.0,496.0,479.0,132.0,393.0,3681.0,1025.0,446.0,542.0,0.0,7898.0,988.0,8886.0,8886.0
414,N105-1,"Madanpur (13th km of N1)-Nayapur, Bostail (Int.with R114)",LRPS,0,0,LRP006,181,6.309,6.309,338.0,3887.0,774.0,98.0,131.0,793.0,294.0,619.0,5625.0,552.0,145.0,1648.0,0.0,13111.0,1793.0,14904.0,14904.0
415,N105-2,"Nayapur, Bostail(Int.with R114)-Bhulta (Int.with N2)",LRP006,181,6.309,LRP012,546,12.803,6.494,245.0,3444.0,1481.0,20.0,0.0,1159.0,102.0,954.0,2332.0,659.0,180.0,1011.0,0.0,10396.0,1191.0,11587.0,11587.0
416,N105-3,Bhulta (Int.with N2)-Purbachal Road,LRP012,546,12.803,LRP020d,0,21.221,8.418,223.0,4762.0,1090.0,60.0,19.0,944.0,101.0,1275.0,2563.0,484.0,64.0,249.0,0.0,11521.0,313.0,11834.0,11834.0
417,N105-4,Purbachal Road- Ulukhola (Int.with Z3010),LRP020d,0,21.221,LRP028,895,28.61,7.389,320.0,3715.0,1155.0,1.0,0.0,928.0,102.0,804.0,1144.0,622.0,102.0,363.0,0.0,8791.0,465.0,9256.0,9256.0
418,N105-5,Ulukhola (Int.with Z3010)-Mirer Bazar (Int.with R301),LRP028,895,28.61,LRP035,1289,36.158,7.548,320.0,3715.0,1155.0,1.0,0.0,928.0,102.0,804.0,1144.0,622.0,102.0,363.0,0.0,8791.0,465.0,9256.0,9256.0
419,N105-6,Mirer Bazar (Int.with R301)-Vogra Bypass(Int.with N3),LRP035,1289,36.158,LRP045,1118,45.998,9.840,320.0,3715.0,1155.0,1.0,0.0,928.0,102.0,804.0,1144.0,622.0,102.0,363.0,0.0,8791.0,465.0,9256.0,9256.0
420,N105-7,Vogra Bypass(Int.with N3)-End of Road (Int.with N4),LRP045,1118,45.998,LRPE,0,48.881,2.883,328.0,3092.0,1796.0,351.0,309.0,1381.0,181.0,1240.0,1243.0,452.0,149.0,1353.0,0.0,10373.0,1502.0,11875.0,11875.0
424,N106-1,Chittagong (Oxygen More)-Hathazari (Int. with R160),LRPS,0,0,LRP010,2084,12.192,12.192,12.0,2672.0,709.0,757.0,741.0,750.0,289.0,1063.0,8817.0,1355.0,234.0,393.0,0.0,17165.0,627.0,17792.0,17792.0
425,N106-2,Hathazari (Int. with R160)-Gohira(Int.with Z1619),LRP010,2084,12.192,LRP018,1533,19.321,7.129,0.0,776.0,362.0,197.0,220.0,281.0,217.0,296.0,5481.0,1078.0,576.0,943.0,0.0,8908.0,1519.0,10427.0,10427.0
426,N106-3,Gohira(Int.with Z1619)-Munshihat (Int.with Z1629),LRP018,1533,19.321,LRP024,828,24.297,4.976,0.0,776.0,362.0,197.0,220.0,281.0,217.0,296.0,5481.0,1078.0,576.0,943.0,0.0,8908.0,1519.0,10427.0,10427.0
427,N106-4,Munshihat (Int.with Z1629)-Raozan (Int.with Z1012),LRP024,828,24.297,LRP025,820,25.278,0.981,0.0,776.0,362.0,197.0,220.0,281.0,217.0,296.0,5481.0,1078.0,576.0,943.0,0.0,8908.0,1519.0,10427.0,10427.0
428,N106-5,Raozan (Int.with Z1012)-Ranirhat (Int.with Z1613),LRP025,820,25.278,LRP039,690,37.25,11.972,0.0,342.0,189.0,195.0,120.0,184.0,418.0,103.0,520.0,372.0,0.0,0.0,0.0,2443.0,0.0,2443.0,2443.0
429,N106-6,Ranirhat (Int.with Z1613)-Gabtoli (Int.with Z1617),LRP039,690,37.25,LRP044,296,41.825,4.575,0.0,342.0,189.0,195.0,120.0,184.0,418.0,103.0,520.0,372.0,0.0,0.0,0.0,2443.0,0.0,2443.0,2443.0
430,N106-7,Gabtoli (Int.with Z1617)-Ghagra (Int. with R161),LRP044,296,41.825,LRP051,147,48.879,7.054,0.0,342.0,189.0,195.0,120.0,184.0,418.0,103.0,520.0,372.0,0.0,0.0,0.0,2443.0,0.0,2443.0,2443.0
431,N106-8,Ghagra (Int. with R161)-Manikchhari(Int. with R162),LRP051,147,48.879,LRP059,566,57.303,8.424,0.0,92.0,127.0,56.0,104.0,103.0,83.0,35.0,904.0,471.0,0.0,0.0,0.0,1975.0,0.0,1975.0,1975.0
432,N106-9,Manikchhari(Int. with R162)-Rangamati,LRP059,566,57.303,LRPE,0,66.85,9.547,0.0,92.0,127.0,56.0,104.0,103.0,83.0,35.0,904.0,471.0,0.0,0.0,0.0,1975.0,0.0,1975.0,1975.0
436,N107-1,Kalurghat-Int.with Z1065,LRPS,0,0,LRP002,939,2.957,2.957,0.0,338.0,475.0,132.0,0.0,265.0,27.0,258.0,2685.0,815.0,306.0,365.0,0.0,4995.0,671.0,5666.0,5666.0
437,N107-2,Int.with Z1065-Shakpura (Int.with Z1802),LRP002,939,2.957,LRP002,3247,5.265,2.308,0.0,338.0,475.0,132.0,0.0,265.0,27.0,258.0,2685.0,815.0,306.0,365.0,0.0,4995.0,671.0,5666.0,5666.0
438,N107-3,Shakpura(Int.with Z1802)-Maneswartek,LRP002,3247,5.265,LRP002,8524,10.542,5.277,0.0,338.0,475.0,132.0,0.0,265.0,27.0,258.0,2685.0,815.0,306.0,365.0,0.0,4995.0,671.0,5666.0,5666.0
442,N108-1,Keranirhat (int.with N1)-Bandarban,LRPS,0,0,LRPE,0,22.541,22.541,0.0,180.0,130.0,133.0,64.0,402.0,56.0,507.0,2196.0,621.0,222.0,1022.0,0.0,4289.0,1244.0,5533.0,5533.0
446,N109-1,Ramu Hospital-Int.with Z1009,LRPS,0,0,LRP001,640,1.585,1.585,0.0,180.0,130.0,133.0,64.0,402.0,56.0,507.0,2196.0,621.0,222.0,1022.0,0.0,4289.0,1244.0,5533.0,5533.0
447,N109-2,Int. with Z1009-Khalekuzzaman chattar,LRP001,640,1.585,LRP001,1565,2.51,0.925,0.0,180.0,130.0,133.0,64.0,402.0,56.0,507.0,2196.0,621.0,222.0,1022.0,0.0,4289.0,1244.0,5533.0,5533.0
451,N110-1,Link Road (Cox Bazar)-Int with R180,LRPS,0,0,LRPS,1890,1.89,1.890,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0
452,N110-2,Int. with R180-Laboni More,LRPS,1890,1.89,LRP008,640,8.2,6.310,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0
456,N111-1,Kalusha Majar- Chittagong Port,LRPS,0,0,LRP010,2620,12.66,12.660,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0
460,N112-1,Panchgachia (int.with N104) - Int.with N1,LRPS,0,0,LRPS,1220,1.22,1.220,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0
461,N112-2,Int.with N1-Dewangonj (int.with Z1031),LRPS,1220,1.22,LRPE,0,2.72,1.500,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0
465,N119-1,Int with N1-Int with N1,LRPS,0,0,LRPS,2850,2.85,2.850,0.0,180.0,130.0,133.0,64.0,402.0,56.0,507.0,2196.0,621.0,222.0,1022.0,0.0,4289.0,1244.0,5533.0,5533.0
469,N120-1,Alekhar Char(int.with N1)-Chapapur(int.with Z1052),LRPS,0,0,LRPS,9340,9.34,9.340,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0
470,N120-2,Chapapur(int.with Z1052)- Suagazi(int.with N1),LRPS,9340,9.34,LRPS,17790,17.79,8.450,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0
471,N120-3,Suagazi (int.with N1)-Lalbag More (int.with N1),LRPS,17790,17.79,LRPE,0,20.94,3.150,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0
475,N123-1,Bariyerhat-Joraganj (Int.with Z1084),LRPS,0,0,LRP004,1320,4.65,4.650,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS
476,N123-2,Joraganj (Int.with Z1084)-Int.with N1,LRP004,1320,4.65,LRPE,0,8.06,3.410,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS
480,N124-1,Int.with N1- Mithachara (Int.with N1),LRPS,0,0,LRPE,0,0.857,0.857,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS
484,N125-1,Int with N1-Baratakia (Int with N1),LRPS,0,0,LRPE,0,1.14,1.140,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS
488,N126-1,Int with N1-Komoldoho (Int with N1),LRPS,0,0,LRPE,0,1.345,1.345,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS
492,N127-1,Choto Darogarghat -Int. with N1,LRPS,0,0,LRPE,0,0.305,0.305,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS
496,N128-1,Int with N1-Sitakunda,LRPS,0,0,LRPE,0,1.297,1.297,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS
500,N129-1,Int with N1-Kumira (Int with N1),LRPS,0,0,LRPE,0,2.79,2.790,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS
507,N204-1,Jagadishpur-Chunarughat (Int.with Z2008),LRPS,0,0,LRP022,5439,25.449,25.449,0.0,176.0,190.0,31.0,38.0,204.0,43.0,92.0,1119.0,378.0,127.0,230.0,0.0,2271.0,357.0,2628.0,2628.0
508,N204-2,Chunarughat (Int.with Z2008)-Shaisthaganj,LRP022,5439,25.449,LRPE,0,34.421,8.972,0.0,176.0,190.0,31.0,38.0,204.0,43.0,92.0,1119.0,378.0,127.0,230.0,0.0,2271.0,357.0,2628.0,2628.0
512,N205-1,Chandipool-Int.with N209,LRPS,0,0,LRPS,1850,1.85,1.850,0.0,176.0,190.0,31.0,38.0,204.0,43.0,92.0,1119.0,378.0,127.0,230.0,0.0,2271.0,357.0,2628.0,2628.0
513,N205-2,Int.with N209-Keen Bridge (Int.with N208),LRPS,1850,1.85,LRPS,2478,2.478,0.628,0.0,176.0,190.0,31.0,38.0,204.0,43.0,92.0,1119.0,378.0,127.0,230.0,0.0,2271.0,357.0,2628.0,2628.0
517,N206-1,End of Keen Bridge-Nayarpool,LRPS,0,0,LRPS,1797,1.797,1.797,1.0,83.0,144.0,0.0,28.0,208.0,26.0,174.0,3356.0,1113.0,391.0,2168.0,0.0,5133.0,2559.0,7692.0,7692.0
521,N207-1,Mirpur-Natun Bazar (Int.with Z2008),LRPS,0,0,LRP001,1990,2.99,2.990,31.0,423.0,312.0,198.0,142.0,323.0,162.0,386.0,2594.0,467.0,141.0,150.0,0.0,5038.0,291.0,5329.0,5329.0
522,N207-2,Natun Bazar (Int.with Z2008)-Srimongal (Int.with Z2003),LRP001,1990,2.99,LRP024,464,24.319,21.329,31.0,423.0,312.0,198.0,142.0,323.0,162.0,386.0,2594.0,467.0,141.0,150.0,0.0,5038.0,291.0,5329.0,5329.0
523,N207-3,Srimongal (Int.with Z2003)-Moulvibazar (Int.with N208),LRP024,464,24.319,LRP043,12,42.917,18.598,31.0,423.0,312.0,198.0,142.0,323.0,162.0,386.0,2594.0,467.0,141.0,150.0,0.0,5038.0,291.0,5329.0,5329.0
524,N207-4,Moulvibazar (Int.with N208)-Sherpur,LRP043,12,42.917,LRPE,0,67.985,25.068,31.0,423.0,312.0,198.0,142.0,323.0,162.0,386.0,2594.0,467.0,141.0,150.0,0.0,5038.0,291.0,5329.0,5329.0
528,N208-1,Moulvibazar-Int.with Z2002,LRPS,0,0,LRPS,3190,3.19,3.190,15.0,453.0,496.0,54.0,732.0,557.0,149.0,741.0,3194.0,1123.0,147.0,486.0,0.0,7514.0,633.0,8147.0,8147.0
529,N208-2,Int.with Z2002-Rajnagar (Int.with R281),LRPS,3190,3.19,LRP012,1661,13.461,10.271,15.0,453.0,496.0,54.0,732.0,557.0,149.0,741.0,3194.0,1123.0,147.0,486.0,0.0,7514.0,633.0,8147.0,8147.0
530,N208-3,Rajnagar(Int.with R281)-Daudabad (Int.with Z2832),LRP012,1661,13.461,LRP052,385,51.05,37.589,0.0,588.0,332.0,0.0,179.0,525.0,78.0,811.0,2233.0,582.0,88.0,73.0,0.0,5328.0,161.0,5489.0,5489.0
531,N208-4,Daudabad (Int.with Z2832)-Royal City Chottor(int.with N210),LRP052,385,51.05,LRP054,677,53.342,2.292,0.0,588.0,332.0,0.0,179.0,525.0,78.0,811.0,2233.0,582.0,88.0,73.0,0.0,5328.0,161.0,5489.0,5489.0
532,N208-5,Royal City Chottor(int.with N210)-Int.with N2,LRP054,677,53.342,LRP058,900,57.495,4.153,39.0,1324.0,828.0,76.0,1106.0,1055.0,77.0,778.0,2974.0,1231.0,695.0,822.0,47.0,9488.0,1564.0,11052.0,11052.0
536,N209-1,"Int.with N2, at Humayan Rashid Chottor-Int.with N205 at Station Road More",LRPS,0,0,LRPS,1330,1.33,1.330,1.0,499.0,1030.0,1134.0,1805.0,1694.0,225.0,936.0,4844.0,1243.0,369.0,5282.0,74.0,13411.0,5725.0,19136.0,19136.0
540,N210-1,Khadimnagar Bypass More (Int.with N2)- Int.with R250,LRPS,0,0,LRP007,1075,7.045,7.045,1.0,499.0,1030.0,1134.0,1805.0,1694.0,225.0,936.0,4844.0,1243.0,369.0,5282.0,74.0,13411.0,5725.0,19136.0,19136.0
541,N210-2,Int.with R250-Int. With N208 at Royal City Chottor,LRP007,1075,7.045,LRPE,0,10.844,3.799,1.0,499.0,1030.0,1134.0,1805.0,1694.0,225.0,936.0,4844.0,1243.0,369.0,5282.0,74.0,13411.0,5725.0,19136.0,19136.0
545,N211-1,Beripar-Moulvibazar Court Road,LRPS,0,0,LRPE,0,1.148,1.148,1.0,499.0,1030.0,1134.0,1805.0,1694.0,225.0,936.0,4844.0,1243.0,369.0,5282.0,74.0,13411.0,5725.0,19136.0,19136.0
549,N212-1L,Tamabil (South)-Tamabil (North) (Left),LRPS,0,0,LRPE,0,0.49,0.490,1.0,499.0,1030.0,1134.0,1805.0,1694.0,225.0,936.0,4844.0,1243.0,369.0,5282.0,74.0,13411.0,5725.0,19136.0,19136.0
550,N212-1R,Tamabil (South)-Tamabil (North) (Right),LRPS,0,0,LRPE,0,0.49,0.490,1.0,499.0,1030.0,1134.0,1805.0,1694.0,225.0,936.0,4844.0,1243.0,369.0,5282.0,74.0,13411.0,5725.0,19136.0,19136.0
554,N213-1,Start from N2 at Asugonj Gol Chottor- Asuganj New Ferry Ghat,LRPS,0,0,LRPE,0,0.5,0.500,1.0,499.0,1030.0,1134.0,1805.0,1694.0,225.0,936.0,4844.0,1243.0,369.0,5282.0,74.0,13411.0,5725.0,19136.0,19136.0
558,N302-1,Abdullahpur-Rana Bhola (Int.with R303),LRPS,0,0,LRPS,2375,2.375,2.375,474.0,5981.0,3318.0,1897.0,2101.0,2439.0,916.0,5383.0,2463.0,1705.0,81.0,659.0,0.0,26677.0,740.0,27417.0,27417.0
559,N302-2,Rana Bhola (Int.with R303)-Dhaur (Int.with N501),LRPS,2375,2.375,LRP005,601,5.514,3.139,236.0,4521.0,3381.0,1977.0,2086.0,3386.0,839.0,4874.0,1976.0,1197.0,145.0,406.0,1.0,24473.0,552.0,25025.0,25025.0
560,N302-3,Dhaur (Int.with N501)-Ashulia(Int.with N511),LRP005,601,5.514,LRP008,757,8.73,3.216,284.0,4946.0,3587.0,1975.0,1766.0,2501.0,1098.0,5443.0,2456.0,1992.0,73.0,832.0,0.0,26048.0,905.0,26953.0,26953.0
561,N302-4,Ashulia(Int.with N511)-Zerabo (Int.with Z3007),LRP008,757,8.73,LRP008,3397,11.37,2.640,284.0,4946.0,3587.0,1975.0,1766.0,2501.0,1098.0,5443.0,2456.0,1992.0,73.0,832.0,0.0,26048.0,905.0,26953.0,26953.0
562,N302-5,Zerabo(Int.with Z3007)-EPZ (Baipile Bazar),LRP008,3397,11.37,LRPE,0,17.555,6.185,289.0,4476.0,2925.0,1951.0,1897.0,2624.0,834.0,4892.0,2224.0,1812.0,428.0,4000.0,0.0,23924.0,4428.0,28352.0,28352.0
566,N303-1,Churkhai Bazar-Intersection with N3,LRPS,0,0,LRPS,1009,1.009,1.009,289.0,4476.0,2925.0,1951.0,1897.0,2624.0,834.0,4892.0,2224.0,1812.0,428.0,4000.0,0.0,23924.0,4428.0,28352.0,28352.0
570,N309-1,Kewat Khali By pass more(Int.with Z3033)-Digarkandi Bus Stand (Int.with N3),LRPS,0,0,LRP004,42,3.16,3.160,7.0,1332.0,447.0,1254.0,0.0,311.0,192.0,247.0,985.0,618.0,297.0,688.0,5.0,5393.0,990.0,6383.0,6383.0
571,N309-2,Digarkandi Bus Stand (Int.with N3)-Int.with Z3035,LRP004,42,3.16,LRP007,871,7.074,3.914,7.0,1332.0,447.0,1254.0,0.0,311.0,192.0,247.0,985.0,618.0,297.0,688.0,5.0,5393.0,990.0,6383.0,6383.0
572,N309-3,Int.with Z3035-Mymensingh engineering College(Int.with N401),LRP007,871,7.074,LRP014,10,13.303,6.229,7.0,1332.0,447.0,1254.0,0.0,311.0,192.0,247.0,985.0,618.0,297.0,688.0,5.0,5393.0,990.0,6383.0,6383.0
576,N401-1,Modhupur-Muktagachha (Int.with Z4101),LRPS,0,0,LRP028,187,28.177,28.177,16.0,654.0,247.0,481.0,44.0,188.0,59.0,228.0,1401.0,467.0,216.0,774.0,20.0,3785.0,1010.0,4795.0,4795.0
577,N401-2,Muktagachha (Int.with Z4101) - Muktagachha (Int.with Z4105),LRP028,187,28.177,LRP030,391,30.406,2.229,16.0,654.0,247.0,481.0,44.0,188.0,59.0,228.0,1401.0,467.0,216.0,774.0,20.0,3785.0,1010.0,4795.0,4795.0
578,N401-3,Muktagachha (Int.with Z4105) -Mymensingh engineering College(Int.withN309),LRP030,391,30.406,LRP040,18,40.043,9.637,16.0,654.0,247.0,481.0,44.0,188.0,59.0,228.0,1401.0,467.0,216.0,774.0,20.0,3785.0,1010.0,4795.0,4795.0
579,N401-4,Mymensingh engineering College(Int.withN309)-Mymensing Zero Point,LRP040,18,40.043,LRPE,0,46.98,6.937,16.0,654.0,247.0,481.0,44.0,188.0,59.0,228.0,1401.0,467.0,216.0,774.0,20.0,3785.0,1010.0,4795.0,4795.0
583,N402-1,Nakla-Nalitabari (Int with Z4602 and Z3040),LRPS,0,0,LRP013,1550,15,15.000,16.0,654.0,247.0,481.0,44.0,188.0,59.0,228.0,1401.0,467.0,216.0,774.0,20.0,3785.0,1010.0,4795.0,4795.0
584,N402-2,Nalitabari (Int with Z4602 and Z3040)-Nokugoan Border,LRP013,1550,15,LRPE,0,28.663,13.663,16.0,654.0,247.0,481.0,44.0,188.0,59.0,228.0,1401.0,467.0,216.0,774.0,20.0,3785.0,1010.0,4795.0,4795.0
588,N403-1,Mirzapur East-Mirzapur West,LRPS,0,0,LRPS,3732,3.732,3.732,0.0,90.0,133.0,62.0,134.0,154.0,32.0,152.0,1927.0,1065.0,339.0,811.0,0.0,3749.0,1150.0,4899.0,4899.0
